activity_date,Activity Type,elapsed_time_sec,distance_km,max_hr,relative_effort,moving_time_sec,max_speed,avg_speed_MS,elevation_gain,elevation_loss,Elevation Low,Elevation High,Max Grade,Average Grade,max_cadence,avg_cadence,avg_hr,Calories,Grade Adjusted Distance,Average Elapsed Speed,Dirt Distance,Total Steps,Training Load,Intensity,gap
2025-06-19 23:53:14,Run,2648,9.08,183.0,95.0,2588.0,5.68,3.51,35.0,27.0,170.4,184.8,22.0,0.1,93.0,81.0,166.0,683.0,9211.1,3.431,1873.4,6992.0,706.0,310.0,3.559
2025-06-18 23:49:31,Run,2046,6.57,181.0,41.0,1970.0,8.44,3.335,125.0,117.0,170.8,188.2,46.3,0.2,111.0,80.0,154.0,498.0,7356.0,3.211,1110.4,5272.0,494.0,295.0,3.734
2025-06-17 23:01:26,Run,1970,6.45,189.0,82.0,1871.0,5.54,3.45,12.0,31.0,180.4,203.6,18.6,-0.3,106.0,81.0,171.0,512.0,6487.8,3.277,934.5,5096.0,476.0,295.0,3.468
2025-06-12 22:54:43,Run,1938,6.13,172.0,34.0,1927.0,6.98,3.185,40.0,26.0,172.8,189.2,40.0,0.2,84.0,79.0,145.0,451.0,6290.4,3.167,1123.5,5062.0,416.0,278.0,3.264
2025-06-11 23:36:46,Run,1355,4.21,171.0,42.0,1351.0,4.62,3.117,11.0,8.0,180.0,186.2,7.1,0.0,83.0,80.0,158.0,335.0,4243.6,3.108,0.0,3620.0,266.0,266.0,3.141
2025-06-04 01:21:53,Run,1162,3.22,178.0,38.0,1152.0,4.18,2.798,35.0,27.0,174.8,188.2,42.3,0.3,105.0,79.0,159.0,274.0,3442.9,2.774,941.3,3004.0,185.0,240.0,2.989
2025-06-03 22:52:38,Run,2946,9.70,195.0,164.0,2846.0,6.1,3.411,38.0,44.0,180.0,191.6,20.6,-0.1,120.0,79.0,176.0,791.0,9885.4,3.295,2450.8,7512.0,760.0,305.0,3.473
2025-05-28 01:17:31,Run,2107,5.66,174.0,25.0,2100.0,4.38,2.699,31.0,23.0,172.4,184.4,23.9,0.2,81.0,78.0,142.0,443.0,5798.9,2.69,2008.7,5488.0,328.0,237.0,2.761
2025-05-28 00:11:20,Run,1264,3.34,151.0,12.0,1198.0,5.64,2.794,25.0,11.0,167.8,188.2,23.5,0.3,117.0,80.0,138.0,256.0,3473.0,2.648,934.0,3016.0,235.0,259.0,2.899
2025-05-26 17:23:22,Run,1385,3.37,189.0,18.0,1379.0,3.34,2.446,31.0,27.0,163.6,184.0,27.9,0.2,117.0,77.0,142.0,283.0,3513.0,2.436,0.0,3562.0,180.0,217.0,2.547
2025-05-13 23:24:17,Run,2898,6.96,167.0,27.0,2461.0,5.54,2.83,37.0,30.0,177.6,191.6,46.3,0.1,85.0,79.0,140.0,573.0,7145.5,2.404,2497.5,6560.0,418.0,228.0,2.903
2025-05-07 23:31:19,Run,2510,8.61,179.0,95.0,2510.0,7.16,3.432,92.0,65.0,159.0,188.8,45.4,0.3,86.0,81.0,162.0,652.0,9038.4,3.432,1873.2,6728.0,709.0,319.0,3.601
2025-05-06 23:26:19,Run,3031,7.13,168.0,22.0,2905.0,4.797,2.455,40.0,43.0,181.8,204.4,25.0,-0.1,114.0,78.0,138.0,561.0,7266.5,2.353,2485.1,6502.0,469.0,236.0,2.501
2025-04-29 23:27:35,Run,3297,8.15,168.0,43.0,2799.0,10.4,2.912,48.0,56.0,181.2,213.4,22.2,-0.1,123.0,80.0,143.0,657.0,8325.9,2.472,2947.6,7584.0,605.0,257.0,2.975
2025-04-26 17:24:26,Run,3506,11.29,179.0,123.0,3458.0,11.7,3.266,97.0,96.0,170.8,189.8,22.4,0.0,121.0,83.0,161.0,893.0,11576.4,3.221,2395.6,9554.0,732.0,274.0,3.348
2025-04-22 23:25:52,Run,2916,7.13,151.0,15.0,2553.0,11.243,2.793,31.0,37.0,179.2,196.0,24.1,-0.1,123.0,78.0,133.0,547.0,7256.6,2.445,2491.4,6696.0,425.0,229.0,2.842
2025-04-20 22:51:58,Run,3890,12.83,183.0,111.0,3824.0,10.1,3.356,128.0,62.0,132.2,212.4,45.5,0.5,115.0,80.0,155.0,957.0,13383.8,3.299,2679.5,10314.0,961.0,298.0,3.5
2025-04-17 23:09:47,Run,2537,8.64,184.0,96.0,2519.0,8.04,3.431,70.0,113.0,169.6,221.8,36.6,-0.5,87.0,81.0,163.0,651.0,8919.9,3.407,1592.8,6806.0,716.0,319.0,3.541
2025-04-15 23:28:52,Run,2911,8.25,159.0,45.0,2683.0,5.82,3.078,54.0,33.0,169.2,195.6,33.3,0.2,108.0,81.0,145.0,631.0,8435.3,2.837,2940.8,7370.0,568.0,265.0,3.144
2025-04-08 23:28:52,Run,2862,8.16,157.0,37.0,2728.0,11.08,2.992,56.0,49.0,178.8,206.4,47.6,0.1,118.0,80.0,142.0,617.0,8331.9,2.852,2949.8,7320.0,546.0,262.0,3.054
2025-04-05 12:04:21,Run,5959,21.19,188.0,221.0,5919.0,5.4,3.581,81.0,72.0,171.0,185.0,18.0,0.0,90.0,84.0,163.0,1570.0,21458.3,3.557,1356.5,16636.0,1706.0,321.0,3.625
2025-04-02 23:01:06,Run,4050,12.84,172.0,115.0,4009.0,7.72,3.203,109.0,101.0,178.4,188.6,33.3,0.0,113.0,81.0,157.0,979.0,13306.8,3.17,929.3,10430.0,973.0,294.0,3.319
2025-04-01 23:26:46,Run,2947,7.24,154.0,21.0,2451.0,14.98,2.954,55.0,61.0,176.0,210.6,26.3,0.0,102.0,80.0,137.0,567.0,7448.9,2.456,0.0,6664.0,519.0,252.0,3.039
2025-03-25 23:24:34,Run,3073,7.05,148.0,13.0,2579.0,8.42,2.735,56.0,38.0,170.8,205.4,50.0,0.3,103.0,79.0,130.0,538.0,7254.6,2.295,0.0,6788.0,470.0,235.0,2.813
2025-03-23 13:32:28,Run,2052,8.23,163.0,37.0,2017.0,12.7,4.082,44.0,29.0,183.4,209.0,10.9,0.2,91.0,84.0,146.0,492.0,8345.3,4.013,0.0,5748.0,627.0,332.0,4.137
2025-03-20 22:14:07,Run,2514,8.39,186.0,91.0,2504.0,5.94,3.354,58.0,42.0,160.6,194.4,18.0,0.2,113.0,82.0,162.0,640.0,8541.3,3.34,0.0,6880.0,654.0,306.0,3.411
2025-03-18 23:28:39,Run,3104,8.05,171.0,49.0,2835.0,11.06,2.84,26.0,37.0,180.8,201.4,33.3,-0.1,118.0,79.0,145.0,655.0,8147.4,2.594,0.0,7506.0,512.0,244.0,2.874
2025-03-11 23:29:01,Run,2743,6.93,163.0,21.0,2489.0,5.24,2.785,60.0,49.0,170.6,196.8,39.4,0.2,90.0,80.0,137.0,544.0,7166.2,2.527,0.0,6738.0,475.0,250.0,2.879
2025-03-08 20:11:24,Run,11150,28.99,191.0,260.0,10044.0,5.62,2.887,230.0,223.0,167.2,195.8,46.9,0.0,113.0,79.0,152.0,2318.0,29861.0,2.6,0.0,26616.0,1999.0,254.0,2.973
2025-03-04 23:45:04,Run,3193,10.31,182.0,98.0,3080.0,6.06,3.349,67.0,39.0,156.8,189.2,46.7,0.3,118.0,80.0,158.0,792.0,10596.3,3.231,0.0,8236.0,803.0,301.0,3.44
2025-02-25 23:24:38,Run,3595,11.50,188.0,119.0,3547.0,4.84,3.244,72.0,37.0,148.8,185.8,37.5,0.3,92.0,81.0,159.0,884.0,11788.6,3.2,0.0,9618.0,828.0,288.0,3.324
2025-02-21 01:24:22,Run,3037,8.85,178.0,53.0,2960.0,4.2,2.99,49.0,44.0,179.2,196.6,26.0,0.0,84.0,79.0,145.0,670.0,9010.6,2.915,0.0,7664.0,634.0,274.0,3.044
2025-02-19 00:29:38,Run,2636,8.35,182.0,77.0,2558.0,8.66,3.268,77.0,45.0,145.6,192.8,49.2,0.4,112.0,82.0,156.0,649.0,8574.6,3.171,0.0,6906.0,649.0,298.0,3.352
2025-02-12 00:28:45,Run,2255,5.67,181.0,101.0,2080.0,6.78,2.729,88.0,55.0,147.6,198.4,38.5,0.7,92.0,79.0,169.0,548.0,6057.1,2.517,0.0,5562.0,450.0,268.0,2.912
2025-02-08 17:21:12,Run,4552,13.54,179.0,134.0,4505.0,8.16,3.007,80.0,77.0,172.6,185.6,15.2,0.0,86.0,80.0,156.0,1059.0,13742.8,2.976,0.0,12094.0,881.0,264.0,3.051
2025-02-07 00:58:14,Run,3781,9.98,160.0,39.0,3603.0,5.2,2.771,112.0,103.0,170.0,190.0,45.7,0.1,112.0,77.0,138.0,756.0,10516.3,2.641,4.0,9280.0,641.0,247.0,2.919
2025-02-05 00:27:49,Run,2755,8.25,161.0,49.0,2626.0,6.62,3.141,92.0,55.0,148.2,193.4,48.6,0.4,99.0,81.0,146.0,628.0,8548.9,2.994,0.0,7108.0,617.0,284.0,3.255
2025-01-29 00:26:03,Run,3093,8.11,169.0,66.0,2769.0,4.5,2.929,47.0,62.0,180.0,219.6,49.3,-0.2,89.0,80.0,151.0,671.0,8266.7,2.623,0.0,7448.0,525.0,247.0,2.985
2025-01-23 00:03:42,Run,3006,8.06,172.0,54.0,2702.0,7.44,2.986,76.0,83.0,6.4,38.4,18.7,-0.1,120.0,80.0,148.0,674.0,8280.8,2.684,0.0,7238.0,508.0,247.0,3.065
2025-01-19 01:34:04,Run,833,0.55,169.0,2.0,425.0,7.78,1.296,21.0,11.0,186.2,199.2,41.2,1.6,113.0,70.0,132.0,84.0,643.9,0.661,0.0,718.0,17.0,108.0,1.515
2025-01-17 00:05:48,Run,2738,8.97,173.0,74.0,2698.0,6.46,3.326,60.0,34.0,157.6,187.8,22.5,0.3,114.0,82.0,155.0,680.0,9157.1,3.278,0.0,7392.0,657.0,294.0,3.394
2025-01-15 00:29:39,Run,2703,8.05,168.0,59.0,2609.0,7.76,3.087,122.0,77.0,139.6,204.8,49.1,0.6,89.0,82.0,150.0,628.0,8496.5,2.98,0.0,7164.0,703.0,306.0,3.257
2025-01-10 00:49:41,Run,2782,8.79,184.0,80.0,2738.0,5.68,3.211,103.0,61.0,143.2,191.4,37.6,0.5,114.0,82.0,155.0,682.0,9169.8,3.161,0.0,7490.0,672.0,295.0,3.349
2024-12-26 23:02:55,Run,2519,8.06,173.0,62.0,2495.0,14.56,3.233,47.0,23.0,149.8,185.8,49.5,0.3,85.0,82.0,151.0,608.0,8223.5,3.202,0.0,6784.0,597.0,292.0,3.296
2024-12-25 22:04:34,Run,2841,8.81,182.0,74.0,2796.0,7.1,3.153,55.0,26.0,147.0,183.6,20.0,0.3,116.0,81.0,153.0,684.0,8996.3,3.103,0.0,7538.0,623.0,281.0,3.218
2024-12-24 18:50:11,Run,2448,8.06,187.0,79.0,2430.0,6.84,3.317,68.0,33.0,141.8,183.0,49.3,0.4,88.0,83.0,157.0,607.0,8277.5,3.293,0.0,6662.0,605.0,298.0,3.406
2024-12-11 00:24:40,Run,3064,8.30,169.0,62.0,2703.0,7.04,3.073,99.0,108.0,174.6,224.4,28.0,-0.1,86.0,81.0,150.0,656.0,8619.6,2.711,0.0,7138.0,676.0,282.0,3.189
2024-12-10 00:34:35,Run,2540,8.67,179.0,83.0,2520.0,6.105,3.443,67.0,35.0,155.0,188.6,46.0,0.4,85.0,81.0,160.0,655.0,8896.6,3.416,0.0,6814.0,681.0,311.0,3.53
2024-11-26 22:48:33,Run,2611,8.46,174.0,67.0,2576.0,5.14,3.286,48.0,39.0,172.2,190.0,10.4,0.1,88.0,82.0,154.0,641.0,8601.5,3.242,0.0,7044.0,606.0,289.0,3.339
2024-11-16 12:00:54,Run,13264,42.50,179.0,451.0,12990.0,4.94,3.272,321.0,343.0,22.6,89.2,27.2,-0.1,119.0,81.0,161.0,3184.0,43204.0,3.204,6168.3,35148.0,3146.0,292.0,3.326
2024-11-15 22:53:59,Run,641,1.63,152.0,6.0,611.0,4.36,2.668,80.0,8.0,87.0,159.0,44.4,4.4,84.0,79.0,137.0,137.0,1980.2,2.543,0.0,1604.0,151.0,292.0,3.241
2024-11-13 22:58:59,Run,1558,5.01,181.0,57.0,1552.0,5.8,3.229,51.0,16.0,-27.4,6.6,17.7,0.7,87.0,82.0,162.0,396.0,5180.7,3.217,85.2,4230.0,372.0,293.0,3.338
2024-11-13 00:28:30,Run,3180,8.24,175.0,55.0,2950.0,6.58,2.795,98.0,61.0,136.8,189.0,43.7,0.5,115.0,79.0,149.0,672.0,8631.0,2.593,0.0,7816.0,547.0,249.0,2.926
2024-11-10 16:02:44,Run,5891,16.12,179.0,140.0,5437.0,5.14,2.966,172.0,169.0,13.6,41.4,36.5,0.0,120.0,79.0,154.0,1314.0,16826.1,2.738,1970.5,14526.0,1121.0,262.0,3.095
2024-11-06 23:57:28,Run,1823,6.32,184.0,60.0,1823.0,5.78,3.47,39.0,24.0,162.4,184.0,21.3,0.2,99.0,81.0,158.0,461.0,6458.7,3.47,0.0,4952.0,502.0,315.0,3.543
2024-11-06 00:29:07,Run,2578,8.10,164.0,58.0,2504.0,7.24,3.237,67.0,46.0,157.2,183.4,35.0,0.3,114.0,81.0,151.0,620.0,8317.9,3.144,0.0,6748.0,615.0,293.0,3.322
2024-11-03 13:35:02,Run,3125,9.92,131.0,6.0,3071.0,15.96,3.23,80.0,85.0,187.6,223.2,15.8,-0.1,117.0,82.0,94.0,542.0,10138.9,3.175,0.0,8528.0,696.0,283.0,3.301
2024-11-02 14:22:26,Run,6652,20.94,182.0,237.0,6232.0,8.72,3.361,152.0,153.0,159.8,201.8,38.2,0.0,106.0,80.0,163.0,1602.0,21400.5,3.148,0.0,16724.0,1606.0,295.0,3.434
2024-10-30 23:10:28,Run,3474,12.02,186.0,134.0,3471.0,5.26,3.464,76.0,66.0,165.8,185.0,17.9,0.1,118.0,80.0,162.0,891.0,12287.3,3.461,0.0,9282.0,970.0,317.0,3.54
2024-10-29 23:27:13,Run,3398,8.04,164.0,26.0,3052.0,6.92,2.634,54.0,77.0,167.8,205.2,49.1,-0.3,87.0,78.0,135.0,628.0,8226.0,2.366,0.0,8070.0,494.0,229.0,2.695
2024-10-26 14:36:16,Run,7908,25.76,180.0,278.0,7826.0,5.682,3.292,369.0,287.0,90.4,205.6,40.1,0.3,87.0,80.0,161.0,1945.0,26647.0,3.258,0.0,21004.0,2040.0,305.0,3.405
2024-10-24 23:38:07,Run,3642,11.95,170.0,60.0,3587.0,5.7,3.333,68.0,99.0,178.6,212.4,19.0,-0.3,110.0,80.0,144.0,830.0,12171.2,3.283,0.0,9468.0,979.0,311.0,3.393
2024-10-22 23:28:23,Run,3328,8.24,171.0,25.0,3166.0,6.388,2.603,47.0,50.0,177.8,202.4,24.1,-0.1,88.0,78.0,135.0,627.0,8414.3,2.476,0.0,8028.0,498.0,232.0,2.658
2024-10-19 14:50:51,Run,8813,28.99,198.0,461.0,8709.0,7.674,3.329,248.0,241.0,172.0,202.6,28.8,0.0,87.0,80.0,172.0,2335.0,29635.5,3.29,0.0,23170.0,2172.0,298.0,3.403
2024-10-16 22:49:36,Run,3787,12.83,183.0,128.0,3776.0,6.584,3.398,110.0,51.0,121.2,184.0,21.2,0.5,101.0,80.0,159.0,968.0,13193.2,3.388,0.0,10012.0,952.0,301.0,3.494
2024-10-15 23:28:34,Run,2512,8.18,168.0,32.0,2494.0,5.796,3.281,80.0,58.0,160.0,209.0,34.6,0.3,118.0,81.0,141.0,580.0,8537.0,3.257,0.0,6690.0,,,3.423
2024-10-12 15:27:26,Run,8081,25.76,182.0,256.0,7985.0,6.418,3.226,241.0,225.0,159.2,190.6,27.1,0.1,108.0,80.0,158.0,1980.0,26467.4,3.188,0.0,21378.0,,,3.315
2024-10-10 22:55:18,Run,2915,8.87,165.0,61.0,2838.0,5.456,3.127,57.0,33.0,158.8,190.6,26.9,0.3,87.0,79.0,146.0,672.0,9080.4,3.045,0.0,7502.0,,,3.2
2024-10-09 23:23:50,Run,4872,15.85,180.0,106.0,4864.0,5.388,3.259,72.0,69.0,172.4,190.8,21.3,0.0,114.0,81.0,150.0,1168.0,16031.1,3.254,0.0,13068.0,,,3.296
2024-10-08 23:23:27,Run,3332,6.99,154.0,30.0,2629.0,5.876,2.66,38.0,57.0,175.6,225.6,37.7,-0.3,84.0,80.0,142.0,538.0,7074.8,2.099,0.0,6170.0,,,2.691
2024-10-05 15:28:29,Run,7603,22.56,162.0,170.0,7462.0,9.24,3.024,248.0,234.0,174.8,203.4,48.3,0.1,83.0,79.0,149.0,1695.0,23294.9,2.968,0.0,19718.0,,,3.122
2024-10-02 23:40:14,Run,4728,14.87,171.0,102.0,4593.0,6.636,3.237,58.0,51.0,179.2,195.4,21.7,0.0,113.0,81.0,151.0,1096.0,15022.8,3.145,353.2,12116.0,,,3.271
2024-09-28 11:37:22,Run,8042,22.54,187.0,91.0,7463.0,4.736,3.021,79.0,74.0,175.8,195.0,18.8,0.0,86.0,82.0,142.0,1761.0,22845.5,2.803,5771.0,20576.0,,,3.061
2024-09-25 23:54:36,Run,3696,12.85,174.0,117.0,3687.0,6.3,3.487,17.0,32.0,178.8,197.6,15.1,-0.1,87.0,81.0,159.0,929.0,12886.3,3.478,21.2,9922.0,,,3.495
2024-09-23 23:39:41,Run,3503,11.48,173.0,84.0,3434.0,4.434,3.344,39.0,35.0,178.8,192.0,8.3,0.0,86.0,82.0,152.0,845.0,11589.4,3.278,0.0,9326.0,,,3.375
2024-09-21 12:05:34,Run,10483,32.21,182.0,359.0,10172.0,7.226,3.167,81.0,86.0,178.6,194.6,48.8,0.0,116.0,82.0,161.0,2519.0,32422.8,3.073,2664.8,27792.0,,,3.187
2024-09-19 23:44:06,Run,1927,6.35,173.0,57.0,1847.0,7.434,3.438,15.0,7.0,174.0,183.4,14.2,0.1,86.0,83.0,157.0,474.0,6422.5,3.295,0.0,5094.0,,,3.477
2024-09-18 23:40:45,Run,3736,12.95,177.0,146.0,3685.0,5.418,3.516,23.0,28.0,181.4,193.4,7.9,0.0,86.0,82.0,164.0,967.0,13004.5,3.468,0.0,10038.0,,,3.529
2024-09-16 23:34:38,Run,1733,5.49,167.0,42.0,1694.0,4.458,3.246,19.0,15.0,180.4,189.8,8.3,0.1,88.0,82.0,152.0,420.0,5546.6,3.173,0.0,4630.0,,,3.274
2024-09-16 23:32:17,Run,3768,11.47,,,3722.0,4.124,3.083,10.6,10.3,180.7,186.0,3.8,0.0,,,,,11493.0,3.045,0.0,,,,3.088
2024-09-15 11:47:24,Run,6351,19.32,177.0,191.0,6181.0,6.518,3.126,57.0,54.0,173.2,191.2,37.4,0.0,118.0,82.0,157.0,1503.0,19453.4,3.043,0.0,16958.0,,,3.147
2024-09-13 00:47:04,Run,833,2.73,189.0,50.0,833.0,5.674,3.278,9.0,4.0,180.4,187.0,11.5,0.2,87.0,85.0,176.0,223.0,2756.9,3.278,0.0,2336.0,,,3.31
2024-09-12 23:25:59,Run,1729,5.85,177.0,69.0,1726.0,8.646,3.389,7.0,13.0,173.2,181.0,8.1,-0.1,87.0,83.0,164.0,443.0,5861.3,3.383,0.0,4802.0,,,3.396
2024-09-11 23:48:58,Run,2607,7.98,174.0,82.0,2457.0,8.472,3.25,34.0,33.0,175.8,189.8,30.5,0.0,106.0,83.0,161.0,625.0,8093.4,3.063,0.0,6912.0,,,3.294
2024-09-10 23:23:51,Run,3556,8.68,165.0,55.0,2848.0,15.138,3.048,14.0,19.0,176.6,188.0,32.2,0.0,84.0,80.0,146.0,691.0,8744.8,2.441,0.0,7776.0,,,3.071
2024-09-07 11:37:16,Run,10826,29.40,169.0,178.0,9785.0,5.086,3.005,110.0,106.0,180.2,194.4,44.4,0.0,88.0,83.0,146.0,2264.0,29745.4,2.716,5585.1,27238.0,,,3.04
2024-09-05 23:42:03,Run,2348,7.92,183.0,109.0,2323.0,11.916,3.41,16.0,12.0,176.4,187.4,10.9,0.0,87.0,83.0,168.0,611.0,7970.5,3.374,0.0,6456.0,,,3.431
2024-09-04 23:45:34,Run,3151,10.51,178.0,126.0,3151.0,5.44,3.338,16.0,17.0,179.8,189.2,8.9,0.0,84.0,80.0,165.0,809.0,10570.3,3.338,167.7,8458.0,,,3.355
2024-09-03 23:26:39,Run,3128,8.06,166.0,31.0,2788.0,5.842,2.893,17.0,22.0,178.0,194.2,19.5,-0.1,118.0,79.0,140.0,605.0,8124.5,2.579,0.0,7108.0,,,2.914
2024-08-31 11:41:50,Run,12102,32.94,186.0,374.0,12094.0,7.362,2.724,103.0,100.0,175.0,190.8,46.5,0.0,123.0,81.0,159.0,2707.0,33206.0,2.722,6536.7,30192.0,,,2.746
2024-08-30 01:08:12,Run,1592,5.29,183.0,77.0,1592.0,5.156,3.325,14.0,9.0,177.0,183.6,11.2,0.1,86.0,79.0,169.0,411.0,5333.3,3.325,0.0,4190.0,,,3.35
2024-08-30 00:04:00,Run,1040,3.38,178.0,28.0,1021.0,7.466,3.317,7.0,14.0,173.6,186.6,9.3,-0.2,86.0,80.0,156.0,248.0,3398.4,3.256,0.0,2538.0,,,3.329
2024-08-24 11:40:01,Run,7105,19.29,169.0,169.0,7098.0,5.828,2.718,53.0,53.0,176.0,189.4,9.5,0.0,87.0,81.0,153.0,1546.0,19430.3,2.715,6492.4,17364.0,,,2.737
2024-08-22 23:04:53,Run,4058,12.88,181.0,167.0,4030.0,5.454,3.198,43.0,39.0,178.4,191.8,10.7,0.0,84.0,79.0,165.0,1022.0,13005.9,3.176,0.0,10680.0,,,3.227
2024-08-21 23:37:37,Run,2220,5.00,158.0,14.0,1833.0,4.686,2.732,22.0,12.0,182.6,192.0,18.0,0.2,106.0,78.0,133.0,416.0,5089.2,2.256,17.1,4872.0,,,2.776
2024-08-19 11:35:45,Run,3196,7.80,167.0,16.0,2916.0,4.004,2.675,24.0,22.0,176.4,189.0,22.8,0.0,82.0,79.0,134.0,591.0,7894.1,2.441,4.2,7586.0,,,2.707
2024-08-15 23:36:07,Run,2784,8.84,182.0,119.0,2748.0,8.808,3.219,24.0,22.0,183.2,189.2,25.4,0.0,83.0,79.0,166.0,700.0,8920.5,3.177,0.0,7224.0,,,3.246
2024-08-14 23:48:15,Run,3276,10.33,180.0,148.0,3240.0,9.418,3.19,37.0,36.0,179.8,191.6,34.0,0.0,109.0,78.0,168.0,823.0,10462.3,3.155,0.0,8464.0,,,3.229
2024-08-13 23:24:29,Run,3594,8.14,158.0,45.0,2915.0,6.804,2.795,12.0,24.0,178.4,199.6,16.6,-0.1,114.0,79.0,144.0,630.0,8179.5,2.267,0.0,7442.0,,,2.806
2024-08-08 23:20:54,Run,3438,11.27,180.0,149.0,3396.0,5.07,3.32,26.0,27.0,185.6,197.6,11.3,0.0,116.0,78.0,166.0,866.0,11329.0,3.279,0.0,8864.0,,,3.336
2024-08-06 23:27:47,Run,2627,7.13,184.0,93.0,2161.0,4.938,3.299,50.0,59.0,177.0,196.4,30.5,-0.2,85.0,79.0,167.0,557.0,7355.8,2.714,0.0,5568.0,,,3.404
2024-07-31 23:39:16,Run,1365,3.86,168.0,39.0,1365.0,3.176,2.833,7.0,9.0,186.0,192.4,5.7,0.0,83.0,80.0,156.0,319.0,3878.2,2.833,6.2,3626.0,,,2.841
2024-07-30 23:21:08,Run,3744,8.13,187.0,92.0,3461.0,6.372,2.351,16.0,28.0,178.8,200.6,16.2,-0.2,82.0,78.0,159.0,717.0,8170.1,2.173,0.0,7706.0,,,2.361
2024-07-02 23:30:10,Run,2999,8.11,173.0,61.0,2647.0,5.982,3.067,26.0,25.0,177.6,186.2,18.8,0.0,84.0,79.0,150.0,645.0,8262.4,2.707,0.0,7058.0,,,3.121
2024-06-28 11:38:53,Run,3032,8.36,163.0,71.0,2942.0,3.396,2.843,20.0,13.0,177.0,188.8,12.7,0.1,82.0,79.0,151.0,672.0,8434.7,2.759,0.0,7704.0,,,2.867
2024-06-22 13:50:13,Run,3050,9.68,174.0,108.0,3019.0,5.052,3.207,45.0,42.0,179.4,191.8,19.2,0.0,83.0,79.0,162.0,744.0,9855.1,3.175,0.0,7926.0,,,3.264
2024-06-19 22:39:26,Run,3167,9.80,186.0,166.0,3164.0,4.886,3.099,17.0,19.0,178.8,187.6,8.0,0.0,117.0,77.0,173.0,797.0,9856.4,3.096,0.0,8166.0,,,3.115
2024-06-17 23:09:33,Run,3712,11.31,195.0,221.0,3585.0,8.906,3.157,28.0,32.0,125.6,190.8,41.3,0.0,115.0,76.0,179.0,992.0,11434.2,3.049,0.0,9160.0,,,3.189
2024-06-11 23:23:55,Run,3420,8.09,166.0,52.0,2759.0,13.449,2.932,21.0,21.0,181.0,201.6,13.8,-0.1,120.0,80.0,148.0,615.0,8156.3,2.365,0.0,7206.0,,,2.956
2024-06-06 23:32:03,Run,2283,7.34,170.0,69.0,2259.0,4.828,3.25,30.0,29.0,179.2,188.4,14.8,0.0,83.0,79.0,158.0,558.0,7479.7,3.216,0.0,5948.0,,,3.311
2024-06-04 23:25:16,Run,3225,8.05,175.0,76.0,2784.0,7.958,2.894,17.0,28.0,179.2,194.6,19.3,-0.1,83.0,78.0,154.0,690.0,8146.8,2.498,0.0,7444.0,525.0,242.0,2.926
2024-06-03 23:46:38,Run,3596,11.70,184.0,186.0,3558.0,5.198,3.289,23.0,26.0,182.4,193.8,9.6,0.0,82.0,78.0,171.0,924.0,11756.1,3.254,0.0,9182.0,823.0,287.0,3.304
2024-05-28 23:28:49,Run,3146,7.34,171.0,43.0,2572.0,5.924,2.856,38.0,26.0,170.8,215.8,13.5,-0.4,110.0,79.0,146.0,567.0,7481.7,2.335,0.0,6678.0,484.0,250.0,2.909
2024-05-14 22:27:17,Run,2440,8.12,176.0,98.0,2437.0,6.502,3.333,42.0,26.0,177.4,195.4,19.4,0.2,116.0,78.0,164.0,608.0,8307.8,3.329,0.0,6342.0,614.0,301.0,3.409
2024-05-07 22:38:58,Run,2607,8.22,186.0,124.0,2434.0,5.722,3.377,19.0,16.0,177.2,182.6,19.6,0.0,85.0,78.0,172.0,634.0,8284.7,3.153,0.0,6132.0,635.0,296.0,3.404
2024-04-27 14:37:13,Run,2239,6.97,173.0,74.0,2164.0,8.54,3.225,50.0,60.0,17.4,57.6,15.9,0.0,85.0,81.0,161.0,548.0,7057.3,3.117,0.0,5844.0,476.0,277.0,3.261
2024-04-27 14:18:59,Run,3324,10.13,,,3187.0,6.0,3.18,61.2,706.0,12.4,53.2,20.4,0.0,,,,,10222.5,3.049,0.0,,,,3.208
2024-04-23 22:15:38,Run,2716,8.78,176.0,106.0,2657.0,4.858,3.306,34.0,30.0,177.8,188.4,15.9,0.0,83.0,78.0,164.0,666.0,8919.7,3.234,0.0,6926.0,639.0,291.0,3.357
2024-04-18 22:22:39,Run,2431,8.05,185.0,86.0,2423.0,6.328,3.325,21.0,17.0,188.0,198.8,20.4,0.0,108.0,80.0,161.0,600.0,8125.6,3.314,0.0,6460.0,563.0,289.0,3.354
2024-04-16 21:41:11,Run,3475,11.56,179.0,108.0,3469.0,5.684,3.334,33.0,34.0,170.0,182.2,21.6,0.0,114.0,79.0,159.0,841.0,11669.5,3.328,0.0,8922.0,891.0,304.0,3.364
2024-04-13 18:19:45,Run,1668,5.19,189.0,46.0,1068.0,7.32,4.861,14.0,16.0,174.6,184.0,35.1,0.1,89.0,80.0,158.0,280.0,5249.2,3.112,0.0,2746.0,296.0,277.0,4.915
2024-04-09 23:28:48,Run,2952,6.87,155.0,24.0,2546.0,9.706,2.698,11.0,28.0,181.8,202.2,20.3,-0.2,115.0,79.0,137.0,516.0,6900.6,2.327,0.0,6468.0,390.0,226.0,2.71
2024-04-02 23:25:34,Run,2969,8.16,177.0,101.0,2690.0,6.52,3.036,24.0,52.0,181.0,215.6,27.0,-0.4,115.0,81.0,164.0,632.0,8233.0,2.751,0.0,6994.0,,,
